transcript_file_id	transcript_file_name	transcript_aliquot_submitter_id	miRNA_file_id	miRNA_file_name	miRNA_aliquot_submitter_id	sample_id	case_id
d32adb34-c93a-40e4-936d-f747b0c7f1b2	99b069de-d4dd-4c9b-89c3-8b50a59ea334.rna_seq.transcriptome.gdc_realn.bam	TCGA-CM-4743-01A-01R-1723-07	643ad276-f194-480c-bd29-5c3b6a1f0bfe	9614245b-758e-447e-8953-d460022e2efb.mirbase21.mirnas.quantification.txt	TCGA-CM-4743-01A-01T-1722-13	14eb006d-42b2-4765-9dc2-b96f9aa03c10	c8d7eb0f-2502-4277-a8ef-435b08f3c863
afc66ff0-0bda-48dc-8bc5-572e22753ac8	fca4c327-dfab-4455-84a8-f890a7326132.rna_seq.transcriptome.gdc_realn.bam	TCGA-AM-5821-01A-01R-1653-07	3b51ceed-270e-40aa-b1da-0a3719255e69	da13a1d5-d877-43b7-ac6a-a8cd777c03a1.mirbase21.mirnas.quantification.txt	TCGA-AM-5821-01A-01T-1652-13	16619d78-3748-466d-a194-ea21fd8fb54c	605baa86-79e3-484d-82d2-4de27d405ba1
cd840611-7a38-4a54-823f-fe2291ce5d5c	1192c1a7-ec36-4f8e-bfbd-67071eb044af.rna_seq.transcriptome.gdc_realn.bam	TCGA-A6-2680-11A-01R-A32Z-07	914882a0-0583-4e22-8b6c-cdb0fefa26ec	584cf851-4e52-4146-abc7-39b277a3a321.mirbase21.mirnas.quantification.txt	TCGA-A6-2680-11A-01R-1757-13	169cf678-faf2-4090-823f-7052e0f76e47	ff1407c6-9174-4bae-a19b-d34ca71b898c
12b86a2f-484b-4a6f-a1c8-db3ca963bf56	2d85d8b8-a590-4a3a-96f2-3f44b5a77032.rna_seq.transcriptome.gdc_realn.bam	TCGA-CM-6164-01A-11R-1653-07	4a5ff9bb-e5a8-4a1f-8a01-6b16fa1489ac	e2e057ea-09e1-4149-92ca-adf8deec5c13.mirbase21.mirnas.quantification.txt	TCGA-CM-6164-01A-11H-1652-13	170c1926-67d9-4237-b365-fe611ed1ee7f	6a4031c6-ee88-48be-81a5-a522720edd02
650c4abb-9776-4910-b7ba-13768d5dd5db	1ab4a652-7fde-4128-ade4-0a1c56eede64.rna_seq.transcriptome.gdc_realn.bam	TCGA-A6-A5ZU-01A-11R-A28H-07	3e5f975c-6401-4a1e-9bc6-a01b05a46f76	46183230-ac41-4b86-88fa-ef627e5cdb59.mirbase21.mirnas.quantification.txt	TCGA-A6-A5ZU-01A-11H-A28I-13	180853ab-cdf4-431a-a88f-9bdf0602a3a9	4881a390-c4e4-48b4-ae66-140c64a87614
6a94336f-1bc1-4802-891e-fd0566242867	af606e0b-b19b-4c8d-9cf5-6a195978466e.rna_seq.transcriptome.gdc_realn.bam	TCGA-DM-A1D7-01A-11R-A155-07	ceb975f0-37f3-4605-b6fb-fe7edf43b172	5663389e-732c-49b8-a560-768426e4761e.mirbase21.mirnas.quantification.txt	TCGA-DM-A1D7-01A-11H-A154-13	18364fcc-5f9c-4e3f-8a9e-56ed18ac893e	fac2c617-8149-45bb-b766-fbe13dc3c425
67f47c50-a087-4c98-94bc-ca7b6377a9c7	49df6599-2159-457c-a94f-980cab788dbf.rna_seq.transcriptome.gdc_realn.bam	TCGA-CM-6674-01A-11R-1839-07	88813d1d-54a4-46f9-8c44-dd83dd2ef3e6	d3efff30-126c-4b65-b0ee-33667392c2b8.mirbase21.mirnas.quantification.txt	TCGA-CM-6674-01A-11H-1838-13	18c55689-4c2e-4592-867a-d7e0ba752ed7	55697871-b9aa-4acd-8dbe-dcd5391db8f0
553894e3-5957-43b3-8e22-06c06a6b7102	2c10534e-5fb7-49b0-8f57-584cb31f3a08.rna_seq.transcriptome.gdc_realn.bam	TCGA-CK-4950-01A-01R-1723-07	a85569e7-a88b-4ece-82c3-d9999bc800d0	abd25bff-bf6a-48f6-92b2-9b015f58a5c0.mirbase21.mirnas.quantification.txt	TCGA-CK-4950-01A-01T-1722-13	198cf746-6749-487f-a097-dd098a70949c	c293a148-a88c-4fb3-b2f4-e64e918044f9
de38d61d-2983-4b5a-9ae9-5d54d7e59212	d1d0621d-c3d5-4162-bd79-8c1f71a140ef.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-6533-01A-11R-1723-07	e33ac486-7b57-4dd0-876d-dd809690b5c7	a9228dd6-a736-4e04-8db4-ef356614e614.mirbase21.mirnas.quantification.txt	TCGA-D5-6533-01A-11H-1722-13	1a058e77-7c20-4f50-ac89-185067ea7437	fa83dfb5-7386-4a35-9861-aa866478d5f1
0250888f-2b0d-428e-80f0-89e1b8f0f214	996d8c98-529a-4438-9db5-d49ff575af45.rna_seq.transcriptome.gdc_realn.bam	TCGA-CA-5796-01A-01R-1653-07	100cbef2-97cc-43ce-9b72-ed6705c47708	5c85b31c-ccb6-4a3a-8116-f226ce3dba92.mirbase21.mirnas.quantification.txt	TCGA-CA-5796-01A-01T-1652-13	1a4d9d59-b0dc-4045-a832-9089d3bc1d52	65ab030d-39f2-48ab-80ac-90cb1faa823a
933a2fca-b107-4168-b3ae-19e31eec21d5	c6c161fd-9f0a-4ad5-96ba-b9ce811348fc.rna_seq.transcriptome.gdc_realn.bam	TCGA-5M-AAT5-01A-21R-A41B-07	9e2becf4-1e6b-4200-bd49-c2c87c904d56	edaca154-e41a-4282-bab6-be278ef2bb1c.mirbase21.mirnas.quantification.txt	TCGA-5M-AAT5-01A-21H-A41D-13	1a552953-755f-430b-8556-a06cc82753d3	515a062e-f68e-4100-a923-bd2ce0bbe071
e3b95a3b-de25-42ab-98b7-2e4dbee60d62	2da96325-01f7-4e52-8d45-b1a5742775f0.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-6898-01A-11R-1928-07	a7033409-1b38-43c9-8e9d-5d607ead9f6a	146570de-d8f4-4858-a6ed-687147ed0ca3.mirbase21.mirnas.quantification.txt	TCGA-D5-6898-01A-11H-1927-13	1a8e2409-ca0b-4b53-8d28-df63f7942722	27e2438d-bd01-4c50-9102-563276ed9922
d20efc7d-5a6e-4df1-b165-efb981277a25	89fa1644-e0e3-4d75-9250-b5eb4fb67593.rna_seq.transcriptome.gdc_realn.bam	TCGA-F4-6809-01A-11R-1839-07	5320f73d-e858-4714-b434-776780fb79f1	7320699b-a126-42db-82c8-c1783507c68f.mirbase21.mirnas.quantification.txt	TCGA-F4-6809-01A-11H-1838-13	1aba77ba-8c2c-4060-83e8-fb3bdd2270aa	e7af286b-3dec-4cf2-8fbd-fa64b3efdf7f
7a1efbd4-b75c-4ce4-8b09-27b1418645f0	bf33f73b-a3b5-4585-a759-7bea4384e703.rna_seq.transcriptome.gdc_realn.bam	TCGA-A6-5660-01A-01R-1653-07	18287ca2-fcf9-4bb4-a4f2-fe3dcb959df2	e0d1f328-f212-45f4-a28a-db89aa584697.mirbase21.mirnas.quantification.txt	TCGA-A6-5660-01A-01T-1652-13	1bc0790d-1383-43a2-920a-ae5c7205e518	0dc41cd5-0672-407c-9b4a-0f5f3970aa54
94c01e35-1732-4eb5-ab15-50e4503292f6	a5c29cd3-fa0d-428a-8370-c0c7ffe47d12.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-6539-01A-11R-1723-07	8880da0e-ded2-4fab-8ec3-2cef8309907f	38d6ed8b-7cca-4d79-8288-16701af611c1.mirbase21.mirnas.quantification.txt	TCGA-D5-6539-01A-11H-1722-13	1c565c5a-8254-48bc-9b88-c582bfc15204	ef4bb5bf-4535-4bd1-8a74-aba920123ee2
53414642-1733-4871-aa0f-6f6b4c1c77f4	0278634b-4a08-48df-ad10-35da36e56b19.rna_seq.transcriptome.gdc_realn.bam	TCGA-AZ-4323-01A-21R-1839-07	0cf1986e-d415-4c92-b1a3-f85594404a1c	d4ac96e7-43e8-4f9d-9482-99529bd27e91.mirbase21.mirnas.quantification.txt	TCGA-AZ-4323-01A-21H-1838-13	1cd9614d-c2eb-4146-a4ff-adefcdad7315	c59d90a6-9cda-426d-b8ea-41f0a87033d5
9f3e9988-5a20-4c0e-803e-8231f475119c	4b6234cb-85ed-43bf-8eba-e26c7d0c1133.rna_seq.transcriptome.gdc_realn.bam	TCGA-AM-5820-01A-01R-1653-07	2daf68a0-2167-4aef-b18d-5cf911e7ccfd	b0b15012-7b3b-448d-9432-dead4f504354.mirbase21.mirnas.quantification.txt	TCGA-AM-5820-01A-01T-1652-13	1cdee84f-33d8-4836-b569-5b157aec38e5	26a12266-c6d8-42f9-bd4e-5093d827ac9a
a148694e-89dc-49a0-9ab9-b72ebea6e7bd	c698e8a5-cea5-4d25-953b-674cf45b64d5.rna_seq.transcriptome.gdc_realn.bam	TCGA-DM-A28E-01A-11R-A32Y-07	57ff1d95-4f61-40bc-9224-2b1ea53a02c5	295bf2af-8a10-43b5-a992-9b7553032b15.mirbase21.mirnas.quantification.txt	TCGA-DM-A28E-01A-11H-A16S-13	1daeeee4-4980-4424-b31a-2f6a8e7d4e55	85bdc1ac-a1a4-46c2-bc2d-e5fabf5c89e9
b5537bd0-4310-4046-af96-720fa46cc9a1	590d46bc-3db8-4e22-8550-b3e4ba0affba.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-7000-01A-11R-A32Z-07	a0e4e41a-040a-4c8c-aa31-3a722efe1903	ad38e9cf-792d-48f3-8723-cd97e070892a.mirbase21.mirnas.quantification.txt	TCGA-D5-7000-01A-11H-1927-13	1dc340a0-b8d0-47b3-b87b-d5546e6ee77e	d5a296ae-c165-413c-adcc-33c9e99ff873
7b4f7acc-83f7-4a7f-9647-a187e8ab458c	3bc40056-88b6-483c-8701-747eb6e851c4.rna_seq.transcriptome.gdc_realn.bam	TCGA-DM-A285-01A-11R-A16W-07	5d1e35e0-c0a8-4adc-8d33-3ecb15745efe	2d0a2625-3e0b-42d9-ae72-b5c24c3484d1.mirbase21.mirnas.quantification.txt	TCGA-DM-A285-01A-11H-A16S-13	1f10d305-91ee-4008-af7b-a242f4353ec0	99c532b0-6b42-4925-a344-fc7262c415ee
2472e773-8924-48f4-8584-6e714781754c	30fdca7b-ecb1-4096-b2d2-41831f283ae1.rna_seq.transcriptome.gdc_realn.bam	TCGA-AU-3779-01A-01R-1723-07	9e47a5e9-dd0b-4c44-ba21-dfa57012bec9	6e87ec09-3028-46d0-addc-cf587a2efca8.mirbase21.mirnas.quantification.txt	TCGA-AU-3779-01A-01T-1722-13	1f464f7c-dc4d-4dc2-8623-55233b9f994d	fb4cc403-694c-421f-b360-3108b6d57ad5
a3005417-6edb-4060-9b5f-55dbaaab3a26	25400212-48de-48a9-96d3-2fc2ee23fd41.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-6540-01A-11R-1723-07	911565aa-6c67-4587-b376-5beb9a9fafef	6eabf1c3-975c-41af-bb31-743945ad3c38.mirbase21.mirnas.quantification.txt	TCGA-D5-6540-01A-11H-1722-13	201b6b48-418f-48a3-a568-6e851f85c25e	b08b5f49-9434-4653-9772-097ec29b2ca3
ea48ff4f-c11c-487c-ae94-35268e85cfb1	d2995480-5ae0-42e1-9a21-25e1435201ee.rna_seq.transcriptome.gdc_realn.bam	TCGA-3L-AA1B-01A-11R-A37K-07	1bcf0b74-c44e-48f0-b768-cbe1c7258dec	491c1bd0-5c1e-43ce-8f40-129321f878c0.mirbase21.mirnas.quantification.txt	TCGA-3L-AA1B-01A-11H-A37P-13	22996dd0-8d03-49f2-8395-738c0599339b	a94e1279-a975-480a-93e9-7b1ff05cbcbf
53b01082-93cb-4675-8885-49f849aafcb1	d808edd8-865e-4004-891c-dc10f5c146e6.rna_seq.transcriptome.gdc_realn.bam	TCGA-F4-6570-01A-11R-1774-07	70a09bf6-71e5-452d-a29b-83c093929cc4	21847061-2f16-42b2-b636-0b7e4b6cbe2a.mirbase21.mirnas.quantification.txt	TCGA-F4-6570-01A-11H-1773-13	22b0fa6d-cad9-4937-b1f6-387fc7a6614d	eeb42912-0c7a-46bb-bd95-369b2b425727
18f05b93-ac48-404b-885a-c613848fe4e9	94f6e4f5-2447-4f1f-9f36-411f1c25a172.rna_seq.transcriptome.gdc_realn.bam	TCGA-AZ-6607-01A-11R-1839-07	211e1799-021e-4a6a-bfb6-14ded847cec4	6b3e8026-3f97-465b-9865-17556bc7735d.mirbase21.mirnas.quantification.txt	TCGA-AZ-6607-01A-11H-1838-13	22f0ccad-11a2-4a4f-81f1-8c1c324ee86a	64dcf1a5-c78c-4d3f-852c-15865b3b6189
5e118c63-1235-4713-af43-d4df73f3ec64	59f108c6-677f-4cf2-89fd-6bd15133dd6f.rna_seq.transcriptome.gdc_realn.bam	TCGA-AY-6196-01A-11R-1723-07	b98c5a01-dae1-4f08-a498-a684d9855ade	4518135d-a7fd-4705-9599-375bb5937578.mirbase21.mirnas.quantification.txt	TCGA-AY-6196-01A-11H-1722-13	2300f1fc-07fa-443c-bae8-f1b6fd3705bf	2c30dc20-18a8-44f9-ab10-558c1e5634dc
4c70c94a-2459-4732-935c-966f09eafe56	632ac2fc-e387-461f-97e2-bc72b1c9ffe4.rna_seq.transcriptome.gdc_realn.bam	TCGA-D5-6536-01A-11R-1723-07	da279fa8-0eca-40ef-908e-35ed5627035c	9115c717-eaf9-4f4e-8df1-8d47a0c32058.mirbase21.mirnas.quantification.txt	TCGA-D5-6536-01A-11H-1722-13	258dd9ce-a865-44d8-a665-f52f3cd368c1	e83e5700-f968-4978-bb78-56a83936ce8c
c8d546d7-c463-48ca-8566-00ddd96429e4	2bcd2fcf-9050-4713-aa6b-6cb1419d7ba6.rna_seq.transcriptome.gdc_realn.bam	TCGA-AZ-6606-01A-11R-1839-07	24a42d27-6c77-482b-b527-56aefccae788	6e847c45-a3eb-48f8-b08d-60565cbde582.mirbase21.mirnas.quantification.txt	TCGA-AZ-6606-01A-11H-1838-13	25d55cf4-625f-485f-85aa-87adb72e685b	c8d6fe73-3504-42a5-9723-e1916fba8208
